-4.499999999999999833e-02 -9.487901288929377897e-01
-4.499099909990998680e-02 -9.438444842535530510e-01
-4.498199819981998221e-02 -9.388936149636812889e-01
-4.497299729972997068e-02 -9.339375199885708856e-01
-4.496399639963995915e-02 -9.289761982952408070e-01
-4.495499549954995455e-02 -9.240096488524461860e-01
-4.494599459945994302e-02 -9.190378706306833179e-01
-4.493699369936993843e-02 -9.140608626021921035e-01
-4.492799279927992689e-02 -9.090786237409663739e-01
-4.491899189918991536e-02 -9.040911530227619952e-01
-4.490999099909991077e-02 -8.990984494250782166e-01
-4.490099009900989924e-02 -8.941005119271479007e-01
-4.489198919891988770e-02 -8.890973395099817100e-01
-4.488298829882988311e-02 -8.840889311563355779e-01
-4.487398739873987158e-02 -8.790752858507032697e-01
-4.486498649864986005e-02 -8.740564025793594594e-01
-4.485598559855985545e-02 -8.690322803303195398e-01
-4.484698469846984392e-02 -8.640029180933634922e-01
-4.483798379837983933e-02 -8.589683148600238960e-01
-4.482898289828982780e-02 -8.539284696235844851e-01
-4.481998199819981626e-02 -8.488833813791084593e-01
-4.481098109810981167e-02 -8.438330491234146136e-01
-4.480198019801980014e-02 -8.387774718550625730e-01
-4.479297929792978861e-02 -8.337166485744044175e-01
-4.478397839783978401e-02 -8.286505782835466016e-01
-4.477497749774977248e-02 -8.235792599863362984e-01
-4.476597659765976095e-02 -8.185026926884119147e-01
-4.475697569756975636e-02 -8.134208753971897687e-01
-4.474797479747974482e-02 -8.083338071218103549e-01
-4.473897389738974023e-02 -8.032414868732236091e-01
-4.472997299729972870e-02 -7.981439136641198528e-01
-4.472097209720971717e-02 -7.930410865089853045e-01
-4.471197119711971257e-02 -7.879330044240602238e-01
-4.470297029702970104e-02 -7.828196664273463501e-01
-4.469396939693968951e-02 -7.777010715386544204e-01
-4.468496849684968492e-02 -7.725772187795391099e-01
-4.467596759675967338e-02 -7.674481071733222359e-01
-4.466696669666966185e-02 -7.623137357451347240e-01
-4.465796579657965726e-02 -7.571741035218574334e-01
-4.464896489648964573e-02 -7.520292095321604586e-01
-4.463996399639964113e-02 -7.468790528064815915e-01
-4.463096309630962960e-02 -7.417236323770469708e-01
-4.462196219621961807e-02 -7.365629472778618680e-01
-4.461296129612961348e-02 -7.313969965447182364e-01
-4.460396039603960194e-02 -7.262257792151681768e-01
-4.459495949594959041e-02 -7.210492943285699008e-01
-4.458595859585958582e-02 -7.158675409260605305e-01
-4.457695769576957429e-02 -7.106805180505422204e-01
-4.456795679567956969e-02 -7.054882247467463285e-01
-4.455895589558955816e-02 -7.002906600611364940e-01
-4.454995499549954663e-02 -6.950878230419894610e-01
-4.454095409540954204e-02 -6.898797127393910822e-01
-4.453195319531953050e-02 -6.846663282051855814e-01
-4.452295229522951897e-02 -6.794476684930116361e-01
-4.451395139513951438e-02 -6.742237326583195856e-01
-4.450495049504950285e-02 -6.689945197583212488e-01
-4.449594959495949131e-02 -6.637600288520524305e-01
-4.448694869486948672e-02 -6.585202590003265133e-01
-4.447794779477947519e-02 -6.532752092657349019e-01
-4.446894689468947059e-02 -6.480248787126925425e-01
-4.445994599459945906e-02 -6.427692664074057260e-01
-4.445094509450944753e-02 -6.375083714178704231e-01
-4.444194419441944294e-02 -6.322421928138765024e-01
-4.443294329432943141e-02 -6.269707296670230523e-01
-4.442394239423941987e-02 -6.216939810507060571e-01
-4.441494149414941528e-02 -6.164119460401332740e-01
-4.440594059405940375e-02 -6.111246237122742730e-01
-4.439693969396939222e-02 -6.058320131459533631e-01
-4.438793879387938762e-02 -6.005341134217740962e-01
-4.437893789378937609e-02 -5.952309236221371425e-01
-4.436993699369937150e-02 -5.899224428312610513e-01
-4.436093609360935996e-02 -5.846086701351597137e-01
-4.435193519351934843e-02 -5.792896046216695627e-01
-4.434293429342934384e-02 -5.739652453804270360e-01
-4.433393339333933231e-02 -5.686355915028654673e-01
-4.432493249324932078e-02 -5.633006420822495031e-01
-4.431593159315931618e-02 -5.579603962136481243e-01
-4.430693069306930465e-02 -5.526148529939215459e-01
-4.429792979297929312e-02 -5.472640115217745072e-01
-4.428892889288928852e-02 -5.419078708977101977e-01
-4.427992799279927699e-02 -5.365464302240319228e-01
-4.427092709270927240e-02 -5.311796886048814059e-01
-4.426192619261926087e-02 -5.258076451462063705e-01
-4.425292529252924933e-02 -5.204302989557725301e-01
-4.424392439243924474e-02 -5.150476491431632553e-01
-4.423492349234923321e-02 -5.096596948197706922e-01
-4.422592259225922168e-02 -5.042664350988301791e-01
